"id","name","description","category","country","city","address","latitude","longitude","certifications","certification_details","capacity_value","capacity_unit","lead_time_days","website","contact_email","embedding_id","is_active","created_at","updated_at"
"b12d671f-f694-4387-8eb0-48b0660e3f73","Krakow Chemicals AG","Producer of specialty chemicals, solvents, and reagents for industrial and laboratory applications. Full REACH compliance and SDS documentation provided for all products.","chemicals","Poland","Krakow","68 Industriestraße, Krakow, Poland","49.9595","20.01042","[""ISO 9001"", ""ISO 27001"", ""ISO 22000"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-04-28""}, ""ISO 27001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2026-03-28""}, ""ISO 22000"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2029-08-28""}, ""IATF 16949"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2029-05-28""}}","634","liters/month",36,"https://www.example-supplier-616343fe.com","procurement@example-236d9dc4.com","b12d671f-f694-4387-8eb0-48b0660e3f73",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"b951915b-64f8-4d8c-93e6-b508f687c142","Duesseldorf Chemicals GmbH","Producer of specialty chemicals, solvents, and reagents for industrial and laboratory applications. Full REACH compliance and SDS documentation provided for all products.","chemicals","Germany","Düsseldorf","71 Industriestraße, Düsseldorf, Germany","51.198341","6.584115","[""RoHS"", ""ISO 45001"", ""AS9100""]","{""RoHS"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-09-28""}, ""ISO 45001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-05-28""}, ""AS9100"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2029-03-28""}}","7416","liters/month",75,"https://www.example-supplier-e220b9ad.com","procurement@example-80e84329.com","b951915b-64f8-4d8c-93e6-b508f687c142",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"bba34b9e-bfa4-41b1-9692-e1858db65b5b","Berlin Metals Ltd.","Specializes in precision metal components including steel, aluminum, and copper alloys. State-of-the-art CNC machining facility with 20 years of experience in automotive and aerospace.","metals","Germany","Berlin","9 Industriestraße, Berlin, Germany","52.263249","13.283394","[""ISO 27001"", ""RoHS"", ""CE""]","{""ISO 27001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-04-28""}, ""RoHS"": {""issuing_body"": ""SGS"", ""valid_until"": ""2026-09-28""}, ""CE"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-04-28""}}","29939","kg/month",82,"https://www.example-supplier-796ea31a.com","procurement@example-ff15e01c.com","bba34b9e-bfa4-41b1-9692-e1858db65b5b",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"be8321a4-22ba-4c10-b92c-96ecc783af5b","Prague Machinery AG","Manufacturer of industrial automation equipment, conveyor systems, and material handling machinery. CE marked and EU Machinery Directive compliant. Full installation and maintenance services.","machinery","Czech Republic","Prague","121 Industriestraße, Prague, Czech Republic","50.004465","14.572401","[""ISO 9001"", ""IATF 16949"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-10-28""}, ""IATF 16949"": {""issuing_body"": ""SGS"", ""valid_until"": ""2026-11-28""}, ""ISO 27001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-11-28""}}","57","units/month",21,"https://www.example-supplier-1aece8e5.com","procurement@example-b3e19587.com","be8321a4-22ba-4c10-b92c-96ecc783af5b",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"c2f971fb-efe9-4817-873c-3200c1ca156e","Brussels Chemicals B.V.","Producer of specialty chemicals, solvents, and reagents for industrial and laboratory applications. Full REACH compliance and SDS documentation provided for all products.","chemicals","Belgium","Brussels","139 Industriestraße, Brussels, Belgium","51.077972","4.31881","[""ISO 9001"", ""AS9100"", ""CE""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-02-28""}, ""AS9100"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2026-07-28""}, ""CE"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-01-28""}}","1596","liters/month",36,"https://www.example-supplier-80cbe636.com","procurement@example-a5693a2e.com","c2f971fb-efe9-4817-873c-3200c1ca156e",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"c6726e30-2d13-4258-b5c9-37ed5961ee2a","Bremen Textiles S.A.","Technical textile manufacturer producing industrial fabrics, filtration media, and protective materials. Custom weaving and finishing to specification with OEKO-TEX certified production.","textiles","Germany","Bremen","123 Industriestraße, Bremen, Germany","53.119335","8.785158","[""ISO 9001"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-07-28""}, ""ISO 14001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-10-28""}}","42251","meters/month",13,"https://www.example-supplier-00c5dba2.com","procurement@example-97d820bf.com","c6726e30-2d13-4258-b5c9-37ed5961ee2a",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"c9faf901-a1c2-4a44-bfec-aca7a8a0f28f","Hamburg Chemicals GmbH","Producer of specialty chemicals, solvents, and reagents for industrial and laboratory applications. Full REACH compliance and SDS documentation provided for all products.","chemicals","Germany","Hamburg","135 Industriestraße, Hamburg, Germany","53.349071","10.245242","[""ISO 9001"", ""REACH""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-12-28""}, ""REACH"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-11-28""}}","2629","liters/month",16,"https://www.example-supplier-4f54d245.com","procurement@example-732d1dc6.com","c9faf901-a1c2-4a44-bfec-aca7a8a0f28f",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"ccf09f30-333d-4a93-b8e3-0e279214b232","Vienna Chemicals AG","Producer of specialty chemicals, solvents, and reagents for industrial and laboratory applications. Full REACH compliance and SDS documentation provided for all products.","chemicals","Austria","Vienna","147 Industriestraße, Vienna, Austria","48.124483","16.401863","[""ISO 9001"", ""IATF 16949"", ""ISO 22000""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2027-07-28""}, ""IATF 16949"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-12-28""}, ""ISO 22000"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-07-28""}}","2592","liters/month",70,"https://www.example-supplier-91c0b0be.com","procurement@example-11846ed2.com","ccf09f30-333d-4a93-b8e3-0e279214b232",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"cdba8421-08ff-4c9b-861d-1c53173c9027","Cologne Packaging GmbH","Manufacturer of cardboard, corrugated, and sustainable packaging for industrial and consumer goods. Custom design services available with FSC certified paper sourcing.","packaging","Germany","Cologne","192 Industriestraße, Cologne, Germany","51.133226","6.985849","[""ISO 9001"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-07-28""}, ""ISO 14001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-06-28""}}","92527","units/month",54,"https://www.example-supplier-0384180f.com","procurement@example-70d5ef75.com","cdba8421-08ff-4c9b-861d-1c53173c9027",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"cee0f212-fb28-44b3-a974-e9162bc2caa7","Munich Construction Materials B.V.","Producer of structural concrete elements, precast components, and thermal insulation materials. CE marked products compliant with EU Construction Products Regulation.","construction_materials","Germany","Munich","15 Industriestraße, Munich, Germany","48.108059","11.679356","[""ISO 9001"", ""ISO 45001"", ""RoHS"", ""ISO 22000""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-05-28""}, ""ISO 45001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2027-06-28""}, ""RoHS"": {""issuing_body"": ""SGS"", ""valid_until"": ""2028-09-28""}, ""ISO 22000"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-05-28""}}","1708","tons/month",88,"https://www.example-supplier-9538021d.com","procurement@example-3865fa3f.com","cee0f212-fb28-44b3-a974-e9162bc2caa7",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"d1ede31e-5cf4-4530-ab7e-fd1c8fd764cd","Krakow Packaging S.A.","Manufacturer of cardboard, corrugated, and sustainable packaging for industrial and consumer goods. Custom design services available with FSC certified paper sourcing.","packaging","Poland","Krakow","156 Industriestraße, Krakow, Poland","50.165293","19.93974","[""ISO 9001"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2026-03-28""}, ""ISO 27001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-07-28""}}","323205","units/month",74,"https://www.example-supplier-621a49fd.com","procurement@example-6ba9e4ac.com","d1ede31e-5cf4-4530-ab7e-fd1c8fd764cd",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"d2857430-4c7c-435f-a498-94acd47ec8c7","Amsterdam Textiles AG","Technical textile manufacturer producing industrial fabrics, filtration media, and protective materials. Custom weaving and finishing to specification with OEKO-TEX certified production.","textiles","Netherlands","Amsterdam","81 Industriestraße, Amsterdam, Netherlands","52.287498","4.879097","[""ISO 9001"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-04-28""}, ""ISO 27001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-05-28""}}","48486","meters/month",82,"https://www.example-supplier-74d21b8c.com","procurement@example-1142f839.com","d2857430-4c7c-435f-a498-94acd47ec8c7",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"d4a8a6c7-048d-42ee-964c-1ef6c0fad060","Warsaw Metals Ltd.","Specializes in precision metal components including steel, aluminum, and copper alloys. State-of-the-art CNC machining facility with 20 years of experience in automotive and aerospace.","metals","Poland","Warsaw","102 Industriestraße, Warsaw, Poland","52.104155","20.855975","[""ISO 9001"", ""IATF 16949"", ""ISO 22000"", ""RoHS""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2027-05-28""}, ""IATF 16949"": {""issuing_body"": ""SGS"", ""valid_until"": ""2027-12-28""}, ""ISO 22000"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-12-28""}, ""RoHS"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2029-10-28""}}","26675","kg/month",53,"https://www.example-supplier-9cd92184.com","procurement@example-d4d465b1.com","d4a8a6c7-048d-42ee-964c-1ef6c0fad060",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"d67f83c7-0a34-4248-a5dd-873e4c81051e","Warsaw Software Services S.A.","Provider of enterprise software development, ERP integration, and digital transformation services. ISO 27001 certified information security management with 99.9% SLA.","software_services","Poland","Warsaw","14 Industriestraße, Warsaw, Poland","52.231271","20.968233","[""ISO 45001""]","{""ISO 45001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-09-28""}}","7","projects/month",73,"https://www.example-supplier-81eb2fbb.com","procurement@example-5df7b893.com","d67f83c7-0a34-4248-a5dd-873e4c81051e",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"d72bfeaf-030c-4a96-8b84-68c0d6e31dfd","Berlin Machinery GmbH","Manufacturer of industrial automation equipment, conveyor systems, and material handling machinery. CE marked and EU Machinery Directive compliant. Full installation and maintenance services.","machinery","Germany","Berlin","12 Industriestraße, Berlin, Germany","52.66074","13.515211","[""CE""]","{""CE"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-05-28""}}","50","units/month",54,"https://www.example-supplier-a8ff1ac6.com","procurement@example-fe95456e.com","d72bfeaf-030c-4a96-8b84-68c0d6e31dfd",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"d9adce9e-a8f4-448f-bd14-f89ed7480b93","Hannover Packaging AG","Manufacturer of cardboard, corrugated, and sustainable packaging for industrial and consumer goods. Custom design services available with FSC certified paper sourcing.","packaging","Germany","Hannover","41 Industriestraße, Hannover, Germany","52.495682","9.881641","[""ISO 9001"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2026-11-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-08-28""}}","357046","units/month",61,"https://www.example-supplier-4ab19bc2.com","procurement@example-e0cf4c4a.com","d9adce9e-a8f4-448f-bd14-f89ed7480b93",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"daf3bbc3-d8c8-4e7f-ba4c-f1a2aac28652","Frankfurt Textiles B.V.","Technical textile manufacturer producing industrial fabrics, filtration media, and protective materials. Custom weaving and finishing to specification with OEKO-TEX certified production.","textiles","Germany","Frankfurt","196 Industriestraße, Frankfurt, Germany","49.921277","8.716067","[""ISO 9001"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2027-09-28""}, ""ISO 27001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-08-28""}}","20487","meters/month",82,"https://www.example-supplier-1508e282.com","procurement@example-7cfc3790.com","daf3bbc3-d8c8-4e7f-ba4c-f1a2aac28652",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"dd59e57d-0ec7-43b3-8b36-42baa6402357","Berlin Software Services S.A.","Provider of enterprise software development, ERP integration, and digital transformation services. ISO 27001 certified information security management with 99.9% SLA.","software_services","Germany","Berlin","121 Industriestraße, Berlin, Germany","52.703339","13.48606","[""ISO 9001"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-08-28""}, ""ISO 14001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2026-02-28""}}","2","projects/month",39,"https://www.example-supplier-d3412189.com","procurement@example-5a6d9477.com","dd59e57d-0ec7-43b3-8b36-42baa6402357",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"dd789599-1457-44fa-84a6-d271b0bd8c80","Vienna Logistics Ltd.","Full-service logistics provider offering road, rail, and multimodal freight solutions across Europe. Temperature-controlled and hazardous goods transport available.","logistics","Austria","Vienna","63 Industriestraße, Vienna, Austria","48.268348","16.518929","[""ISO 9001"", ""ISO 22000"", ""AS9100"", ""RoHS""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2026-02-28""}, ""ISO 22000"": {""issuing_body"": ""DNV"", ""valid_until"": ""2027-03-28""}, ""AS9100"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2029-01-28""}, ""RoHS"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-02-28""}}","477","shipments/day",24,"https://www.example-supplier-66f6599f.com","procurement@example-fd595a25.com","dd789599-1457-44fa-84a6-d271b0bd8c80",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"dedd49e0-8a2d-4ed7-bbeb-1a9c3c23d6b7","Hamburg Construction Materials S.A.","Producer of structural concrete elements, precast components, and thermal insulation materials. CE marked products compliant with EU Construction Products Regulation.","construction_materials","Germany","Hamburg","132 Industriestraße, Hamburg, Germany","53.439447","9.747109","[""IATF 16949""]","{""IATF 16949"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-05-28""}}","399","tons/month",89,"https://www.example-supplier-c424c9f8.com","procurement@example-081849b6.com","dedd49e0-8a2d-4ed7-bbeb-1a9c3c23d6b7",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"e1b6df47-c58b-4925-a88b-41f00ce03654","Berlin Textiles AG","Technical textile manufacturer producing industrial fabrics, filtration media, and protective materials. Custom weaving and finishing to specification with OEKO-TEX certified production.","textiles","Germany","Berlin","188 Industriestraße, Berlin, Germany","52.484067","13.330507","[""ISO 9001"", ""ISO 45001"", ""AS9100""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-10-28""}, ""ISO 45001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2029-08-28""}, ""AS9100"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-06-28""}}","17088","meters/month",18,"https://www.example-supplier-118fcc3b.com","procurement@example-01664b79.com","e1b6df47-c58b-4925-a88b-41f00ce03654",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"e26fbbf0-a63d-4fa3-a584-1a6d109fb46c","Bremen Electronics AG","Distributor and manufacturer of electronic components including PCBs, sensors, and microcontrollers. Serves automotive, industrial automation, and consumer electronics markets.","electronics","Germany","Bremen","130 Industriestraße, Bremen, Germany","53.056752","9.071135","[""ISO 9001"", ""RoHS""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-06-28""}, ""RoHS"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-06-28""}}","38353","units/month",27,"https://www.example-supplier-abecc5fd.com","procurement@example-00c553b1.com","e26fbbf0-a63d-4fa3-a584-1a6d109fb46c",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"e32b1919-1652-44ed-9f94-30eafb3704a2","Duesseldorf Machinery Ltd.","Manufacturer of industrial automation equipment, conveyor systems, and material handling machinery. CE marked and EU Machinery Directive compliant. Full installation and maintenance services.","machinery","Germany","Düsseldorf","71 Industriestraße, Düsseldorf, Germany","51.157573","6.699962","[""ISO 9001"", ""CE"", ""ISO 14001"", ""AS9100""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-10-28""}, ""CE"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-04-28""}, ""ISO 14001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2028-04-28""}, ""AS9100"": {""issuing_body"": ""SGS"", ""valid_until"": ""2028-11-28""}}","97","units/month",24,"https://www.example-supplier-627c404e.com","procurement@example-0b417215.com","e32b1919-1652-44ed-9f94-30eafb3704a2",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"e95a8d65-c251-4e0b-993e-4ed7dbe8964c","Dortmund Metals AG","Specializes in precision metal components including steel, aluminum, and copper alloys. State-of-the-art CNC machining facility with 20 years of experience in automotive and aerospace.","metals","Germany","Dortmund","56 Industriestraße, Dortmund, Germany","51.68086","7.198543","[""ISO 9001"", ""AS9100"", ""IATF 16949"", ""ISO 45001""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-02-28""}, ""AS9100"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-06-28""}, ""IATF 16949"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-01-28""}, ""ISO 45001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-07-28""}}","5664","kg/month",77,"https://www.example-supplier-55ad27b5.com","procurement@example-bd57033a.com","e95a8d65-c251-4e0b-993e-4ed7dbe8964c",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"ef6c83c9-f556-4f0f-87a4-8ea8346bf9df","Cologne Machinery Ltd.","Manufacturer of industrial automation equipment, conveyor systems, and material handling machinery. CE marked and EU Machinery Directive compliant. Full installation and maintenance services.","machinery","Germany","Cologne","20 Industriestraße, Cologne, Germany","50.801932","7.125508","[""ISO 9001"", ""IATF 16949"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2027-11-28""}, ""IATF 16949"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-02-28""}, ""ISO 27001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-05-28""}}","73","units/month",22,"https://www.example-supplier-82830409.com","procurement@example-e8ff997b.com","ef6c83c9-f556-4f0f-87a4-8ea8346bf9df",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"f1696ae7-2954-45a3-8cf3-0ec927a3a331","Bremen Electronics B.V.","Distributor and manufacturer of electronic components including PCBs, sensors, and microcontrollers. Serves automotive, industrial automation, and consumer electronics markets.","electronics","Germany","Bremen","170 Industriestraße, Bremen, Germany","53.341629","8.674783","[""ISO 9001"", ""CE"", ""AS9100""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2027-04-28""}, ""CE"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-01-28""}, ""AS9100"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2026-12-28""}}","42104","units/month",14,"https://www.example-supplier-3d73a684.com","procurement@example-1a9cb53b.com","f1696ae7-2954-45a3-8cf3-0ec927a3a331",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"f3e175a3-1215-4b50-aee0-f93bbd3360d7","Prague Logistics AG","Full-service logistics provider offering road, rail, and multimodal freight solutions across Europe. Temperature-controlled and hazardous goods transport available.","logistics","Czech Republic","Prague","39 Industriestraße, Prague, Czech Republic","49.847113","14.321977","[""ISO 9001"", ""RoHS"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2029-12-28""}, ""RoHS"": {""issuing_body"": ""SGS"", ""valid_until"": ""2027-02-28""}, ""ISO 27001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2029-06-28""}}","565","shipments/day",66,"https://www.example-supplier-efb10633.com","procurement@example-4568b655.com","f3e175a3-1215-4b50-aee0-f93bbd3360d7",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"f477ad7d-a786-422b-8788-a142831f9a00","Prague Machinery GmbH","Manufacturer of industrial automation equipment, conveyor systems, and material handling machinery. CE marked and EU Machinery Directive compliant. Full installation and maintenance services.","machinery","Czech Republic","Prague","114 Industriestraße, Prague, Czech Republic","50.150043","14.415946","[""ISO 9001"", ""CE"", ""ISO 45001""]","{""ISO 9001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-11-28""}, ""CE"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-08-28""}, ""ISO 45001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2027-07-28""}}","66","units/month",20,"https://www.example-supplier-8667ee69.com","procurement@example-258cfe65.com","f477ad7d-a786-422b-8788-a142831f9a00",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"f648e34a-f875-42e8-b12d-33a4fea8f8b0","Dortmund Electronics Ltd.","Distributor and manufacturer of electronic components including PCBs, sensors, and microcontrollers. Serves automotive, industrial automation, and consumer electronics markets.","electronics","Germany","Dortmund","71 Industriestraße, Dortmund, Germany","51.516524","7.330771","[""ISO 9001"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2026-06-28""}, ""ISO 27001"": {""issuing_body"": ""SGS"", ""valid_until"": ""2028-03-28""}}","98154","units/month",63,"https://www.example-supplier-53b3ce64.com","procurement@example-6eaa97c6.com","f648e34a-f875-42e8-b12d-33a4fea8f8b0",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"f8bf516d-7639-49bc-baf3-668b470ca97d","Munich Food Ingredients B.V.","Supplier of food-grade ingredients including flavor enhancers, stabilizers, and preservatives. HACCP certified and fully compliant with EU food law regulations.","food_ingredients","Germany","Munich","110 Industriestraße, Munich, Germany","48.079463","11.712833","[""ISO 9001"", ""ISO 27001"", ""IATF 16949""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2029-12-28""}, ""ISO 27001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2028-02-28""}, ""IATF 16949"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-06-28""}}","6131","kg/month",86,"https://www.example-supplier-756a16d4.com","procurement@example-ac048b8c.com","f8bf516d-7639-49bc-baf3-668b470ca97d",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"fc24e6ef-2c7b-4df4-bc0e-d00481e69d61","Hamburg Construction Materials B.V.","Producer of structural concrete elements, precast components, and thermal insulation materials. CE marked products compliant with EU Construction Products Regulation.","construction_materials","Germany","Hamburg","174 Industriestraße, Hamburg, Germany","53.321393","10.068031","[""ISO 9001"", ""ISO 45001"", ""ISO 14001"", ""ISO 27001""]","{""ISO 9001"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-03-28""}, ""ISO 45001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2027-11-28""}, ""ISO 14001"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-07-28""}, ""ISO 27001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2026-10-28""}}","1356","tons/month",64,"https://www.example-supplier-36dbdc39.com","procurement@example-141ea7ac.com","fc24e6ef-2c7b-4df4-bc0e-d00481e69d61",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"fd3498de-43a5-4270-a181-380f826233fa","Munich Metals Ltd.","Specializes in precision metal components including steel, aluminum, and copper alloys. State-of-the-art CNC machining facility with 20 years of experience in automotive and aerospace.","metals","Germany","Munich","70 Industriestraße, Munich, Germany","48.19409","11.404237","[""ISO 9001"", ""REACH""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-11-28""}, ""REACH"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2026-04-28""}}","2603","kg/month",47,"https://www.example-supplier-f3421454.com","procurement@example-84746ff1.com","fd3498de-43a5-4270-a181-380f826233fa",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
"febbaf95-7bf8-4b37-95f5-388d2c13fd49","Krakow Logistics Ltd.","Full-service logistics provider offering road, rail, and multimodal freight solutions across Europe. Temperature-controlled and hazardous goods transport available.","logistics","Poland","Krakow","1 Industriestraße, Krakow, Poland","50.12211","19.951175","[""ISO 9001"", ""ISO 22000"", ""CE"", ""ISO 14001""]","{""ISO 9001"": {""issuing_body"": ""Lloyd's Register"", ""valid_until"": ""2027-06-28""}, ""ISO 22000"": {""issuing_body"": ""DNV"", ""valid_until"": ""2026-11-28""}, ""CE"": {""issuing_body"": ""Bureau Veritas"", ""valid_until"": ""2028-11-28""}, ""ISO 14001"": {""issuing_body"": ""T\u00dcV Rheinland"", ""valid_until"": ""2028-09-28""}}","326","shipments/day",59,"https://www.example-supplier-5520dafc.com","procurement@example-708ed32a.com","febbaf95-7bf8-4b37-95f5-388d2c13fd49",True,"2026-05-22 10:49:01.338832+00","2026-05-22 10:49:01.338832+00"
